URL,ADR Folders,Number of ADR Files,Names of ADR Folders,Names of ADR Files
https://github.com/patshone-manifesto/hee-web-blueprint.git,1,13,pages/blueprint/adrs,pages/blueprint/adrs/0011-use-federated-authentication-provider.md| pages/blueprint/adrs/0007-use-storybook-js-to-develop-and-document-screens-and-components.md| pages/blueprint/adrs/0008-use-npm-to-host-hee-frontend-framework.md| pages/blueprint/adrs/0003-use-github-actions-for-automation.md| pages/blueprint/adrs/0004-use-gherkin-for-describing-acceptance-tests.md| pages/blueprint/adrs/0002-use-github-for-source-control.md| pages/blueprint/adrs/0013-use-bloomreach-channel-manager.md| pages/blueprint/adrs/0009-use-react-to-manage-and-develop-the-components-for-the-hee-frontend-framework.md| pages/blueprint/adrs/0005-use-selenide-for-creating-and-managing-acceptance-tests.md| pages/blueprint/adrs/0006-use-testcontainers-for-providing-ephemeral-test-environments.md| pages/blueprint/adrs/0012-use-external-search-service.md| pages/blueprint/adrs/0010-use-external-document-management-system.md| pages/blueprint/adrs/0001-record-architecture-decisions.md
https://github.com/opsbot/shell.git,1,2,docs/adr,docs/adr/0002-design-goals.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/carlosroman/aws-lambda-benchmark.git,1,4,docs/adr,docs/adr/0003-use-amazon-dynamodb-to-mimic-real-world-use-cases-of-lambdas.md| docs/adr/0002-use-aws-codepipeline-with-aws-codebuild-to-build-and-deploy-project.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0004-use-aws-sam-cli-to-run-lambdas-locally.md
https://github.com/mlibrary/imageclass-uplift.git,1,5,doc/adr,doc/adr/0003-develop-locally.md| doc/adr/0002-use-the-design-system.md| doc/adr/0005-configuring-dlxs.md| doc/adr/0004-transformation-pipeline.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/yext/edward.git,1,3,doc/adr,doc/adr/0002-implement-in-go.md| doc/adr/0003-use-cobra-for-command-line-interface.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/LBHackney-IT/mat-process-utils.git,1,8,docs/adr,docs/adr/0006-use-jest.md| docs/adr/0002-use-typescript.md| docs/adr/0003-use-rollup-to-build-distributables.md| docs/adr/0005-use-eslint.md| docs/adr/0008-use-typedoc-to-generate-api-documentation.md| docs/adr/0007-use-dependabot-to-keep-dependencies-up-to-date.md| docs/adr/0004-use-prettier-to-format-code.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/ahitrin/SiebenApp.git,1,5,doc/adr,doc/adr/0002-create-adaptive-goal-tree-enumeration.md| doc/adr/0003-dsl-for-creation-and-representation-of-goal-trees.md| doc/adr/0004-document-old-decisions.md| doc/adr/0001-record-architecture-decisions.md| doc/adr/0005-forever-alpha-version.md
https://github.com/Aschlesinger/CSCI-459.git,1,3,ADR,ADR/database.md| ADR/webserver.md| ADR/whyDocker.md
https://github.com/emory-libraries/dlp-curate.git,1,5,architecture-decisions,architecture-decisions/0003-AWX-for-dlp-automation.md| architecture-decisions/0002-S3-Versioning.md| architecture-decisions/0004-IIIF-Manifest-Caching.md| architecture-decisions/0001-document-architecture-decisions.md| architecture-decisions/0005-Route53-Hosted-Zone.md
https://github.com/energywebfoundation/origin.git,1,12,doc/architecture/decisions,doc/architecture/decisions/0011-transition-to-event-driven-architecture.md| doc/architecture/decisions/0004-use-openzeppelin.md| doc/architecture/decisions/0012-device-registries.md| doc/architecture/decisions/0007-rename-utils-demo-package-to-migrations.md| doc/architecture/decisions/0006-rename-assets-to-devices.md| doc/architecture/decisions/0009-migration-to-exchange.md| doc/architecture/decisions/0008-migrate-certificate-structure-to-conform-to-erc-1888.md| doc/architecture/decisions/0005-simplify-off-chain-storage.md| doc/architecture/decisions/0002-use-lerna-for-package-versioning.md| doc/architecture/decisions/0010-more-complete-database-type-and-adjust-migrations.md| doc/architecture/decisions/0003-create-backend-client-lib.md| doc/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/phoebebright/batonopc.git,1,1,docs/decisions,docs/decisions/0001_one_device_or_many.md
https://github.com/HFAnalyticsLab/HES_pipeline.git,1,10,doc/adr,doc/adr/comparing_arrivaltime_across_days.md| doc/adr/data_location.md| doc/adr/chunking_large_data_file_optimisation.md| doc/adr/creating_inpatient_spells.md| doc/adr/creating_continuous_inpatient_spells.md| doc/adr/storing_dates_in_database.md| doc/adr/hardcoding_variables.md| doc/adr/frailty_score.md| doc/adr/data_storage_and_access.md| doc/adr/imputing_admission_date.md
https://github.com/navikt/laundromat.git,1,3,docs/adr,docs/adr/0003-choice-of-entities.md| docs/adr/0001-create-own-python-package.md| docs/adr/0002-scoring-mechanism.md
https://github.com/BMMRO-tech/BMMRO.git,1,5,architectural-decision-records,architectural-decision-records/2020-08-03_date_and_time_fields.md| architectural-decision-records/2020-07-14_deployment_strategy.md| architectural-decision-records/2019-11-20_webapp.md| architectural-decision-records/2019-11-20_firebase.md| architectural-decision-records/2019-11-20_firestore.md
https://github.com/prannoymulmi/aws_infrastructure.git,1,6,doc/adr,doc/adr/0002-use-initial-test-user-manually-to-deploy-terraform-state-buckets.md| doc/adr/0005-use-terraform-as-infrastructure-as-code.md| doc/adr/0004-create-billing-alarm.md| doc/adr/0003-use-eu-west-1-as-default-region.md| doc/adr/0006-use-aws-budgets-to-create-budget-alarm.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/mathewtrivett/hmu-rails.git,1,1,docs/adr,docs/adr/0001-configure-rspec-with-files.md
https://github.com/surpher/PactSwift.git,1,5,Documentation/ADRs,Documentation/ADRs/ADR-003-Organization_of_type_members.md| Documentation/ADRs/ADR-001-Language_choice.md| Documentation/ADRs/ADR-004-Dependencies-management.md| Documentation/ADRs/ADR-002-Coding_standard.md| Documentation/ADRs/ADR-005-Project-Structure.md
https://github.com/UST-QuAntiL/qc-atlas.git,1,11,docs/adr,docs/adr/0004-postgres-for-service-tests.md| docs/adr/0006-model-assemblers.md| docs/adr/0000-use-architectural-decision-records.md| docs/adr/0005-use-OpenAPI.md| docs/adr/0009-joined-table-for-knowledge-artifact.md| docs/adr/0001-use-URI-for-entities.md| docs/adr/0009-remove-hal-links.md| docs/adr/0003-model-mapper.md| docs/adr/0002-monorepo.md| docs/adr/0007-junit-for-testing.md| docs/adr/0008-testcontainers.md
https://github.com/geeksforsocialchange/PlaceCal.git,1,6,doc/adr,doc/adr/0005-create-secretary-permissions.md| doc/adr/0001-combine-places-and-partners.md| doc/adr/0004-page-title-rules.md| doc/adr/0006-adding-extra-neighbourhood-info.md| doc/adr/0002-restructuring-application.md| doc/adr/0003-reanalysis-in-terms-of-ux-issues.md
https://github.com/Crown-Commercial-Service/CMp-Architecture-Decision-Records.git,1,3,doc/adr,doc/adr/0002-use-cognito-in-private-beta.md| doc/adr/0003-use-a-single-domain.md| doc/adr/0001-record-product-decisions.md
https://github.com/alphagov/collections-publisher.git,1,3,docs/arch,docs/arch/adr-3-store-status.md| docs/arch/adr-001-defer-merging-of-taxonomy-apps.md| docs/arch/adr-002-discarding-drafts.md
https://github.com/yvanross/log430-dashview-architecture.git,1,3,documentation/decisions,documentation/decisions/0003-systemvehicule-this-is-a-test.md| documentation/decisions/0002-use-java-to-implement-complete-solution.md| documentation/decisions/0001-record-architecture-decisions.md
https://github.com/serienator/serienator.git,1,6,adr,adr/cloud-provider.md| adr/frameworks.md| adr/cicd-tool.md| adr/programming-languages.md| adr/api-providers.md| adr/work-flow.md
https://github.com/Skyscanner/backpack-android.git,1,2,decisions,decisions/components-preview.md| decisions/event-listeners-and-state.md
https://github.com/ONSdigital/eq-translations.git,1,1,doc/decisions,doc/decisions/0001-context-in-translations.md
https://github.com/nicoespeon/abracadabra.git,1,10,docs/adr,docs/adr/0010-integration-tests.md| docs/adr/0002-no-integration-test.md| docs/adr/0005-use-custom-testeach-instead-of-jest-it-each.md| docs/adr/0009-use-custom-github-actions-to-deploy.md| docs/adr/0003-use-hosted-image-links-in-readme.md| docs/adr/0007-usage-of-readthenwrite-vs-write.md| docs/adr/0008-don-t-propose-quick-fix-for-react-convert-to-pure-component.md| docs/adr/0004-use-recast-for-ast-manipulation.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0006-create-generator-to-bootstrap-new-refactorings.md
https://github.com/OpenTOSCA/container.git,1,3,docs/adr,docs/adr/0002-use-spring-dependency-incjection.md| docs/adr/0000-use-architectural-decision-records.md| docs/adr/0001-use-maven.md
https://github.com/Internet-of-People/titania-os.git,1,11,doc/adr,doc/adr/0008-dual-root-with-data-volume.md| doc/adr/0002-docker-for-dapps.md| doc/adr/0003-yocto-as-a-distro-base.md| doc/adr/0005-networkmanager-for-networking.md| doc/adr/0004-systemd-as-an-init-system.md| doc/adr/0011-preinstallable-images-on-data-volume.md| doc/adr/0009-docker-state-directory-on-data-volume.md| doc/adr/0010-wiki-as-submodule.md| doc/adr/0007-layers-as-git-submodules.md| doc/adr/0006-systemd-units-for-dapps.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/alphagov/publisher.git,1,5,docs/arch,docs/arch/adr-001-service-sign-in-pages-not-linked-to-with-content-id.md| docs/arch/adr-005-forking-frontend-components-from-govuk-frontend.md| docs/arch/adr-003-using-rake-to-create-service-sign-in-pages.md| docs/arch/adr-002-service-sign-in-new-format.md| docs/arch/adr-004-rendering-service-sign-in-from-government-frontend.md
https://github.com/mallickhruday/JustRooms.git,1,3,doc/adr,doc/adr/0002-use-clean-architecture.md| doc/adr/0003-allow-converters-in-application-layer.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/archivematica/archivematica-architectural-decisions.git,1,12,,/0006-use-bagit-to-package-transfers.md| /0007-python3.md| /0003-black-code-formatter.md| /0009-unification-of-api-handling-in-am.md| /0002-json-encoded-workflow.md| /0005-new-api-endpoint-for-csv-validation.md| /0001-unification-of-mets-creation.md| /requirements.txt| /0004-isort-import-ordering.md| /0010-archivematica-original-design-principles.md| /0008-remove-quarantine.md| /0000-use-markdown-architectural-decision-records.md
https://github.com/Sylius/Sylius.git,1,12,adr,adr/2020_11_18_sending_emails_via_api.md| adr/2020_03_03_api_translations.md| adr/2021_07_05_api_providing_locales_available_in_active_channel.md| adr/2020_03_03_feature_coverage_in_api.md| adr/2021_02_05_unified_api_prefix.md| adr/2020_11_12_registration_of_handlers_in_message_buses.md| adr/2021_06_15_api_platform_config_customization.md| adr/2020_03_03_api_product_option_values.md| adr/2020_09_01_admin_and_shop_split.md| adr/2021_05_06_command_bus_unification.md| adr/2020_05_13_handling_non_crud_operations_in_api.md| adr/2021_04_15_using_iri_as_api_resource_identifier_in_request_instead_of_code_id.md
https://github.com/joejag/wikiindex.git,1,9,doc/arch,doc/arch/adr-002-routing_library.md| doc/arch/adr-007-search_and_indexing.md| doc/arch/adr-001-search_and_indexing.md| doc/arch/adr-003-testing_library.md| doc/arch/adr-006-config.md| doc/arch/adr-009-hosting.md| doc/arch/adr-005-logging.md| doc/arch/adr-008-search_and_indexing.md| doc/arch/adr-004-xml_freshness.md
https://github.com/LBHackney-IT/remultiform.git,1,10,docs/adr,docs/adr/0008-support-indexeddb-as-a-data-store.md| docs/adr/0006-use-jest.md| docs/adr/0007-make-remultiform-configuration-driven.md| docs/adr/0002-use-typescript.md| docs/adr/0003-use-rollup-to-build-distributables.md| docs/adr/0005-use-eslint.md| docs/adr/0007-use-dependabot-to-keep-dependencies-up-to-date.md| docs/adr/0004-use-prettier-to-format-code.md| docs/adr/0009-use-typedoc-to-generate-api-documentation.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/innius/grafana-simple-grpc-datasource.git,1,2,doc/adr,doc/adr/0002-add-provide-listmetrics-with-targetquerytype.md| doc/adr/0001-add-backend-error-handling.md
https://github.com/GeotrekCE/Geotrek-rando-v3.git,1,2,docs/adrs,docs/adrs/deployment_solution.md| docs/adrs/main_framework.md
https://github.com/latextemplates/generator-latex-template.git,1,7,docs/adr,docs/adr/0005-custom-example-environment.md| docs/adr/0003-use-cleveref.md| docs/adr/0001-use-yeoman.md| docs/adr/0002-use-manuth-TSGeneratorGenerator.md| docs/adr/0004-use-cc0-as-license-for-text.md| docs/adr/0006-use-single-quote-to-enquote.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/katarzyna-starachowicz/my_budgeting.git,1,3,doc/adl,doc/adl/0003_rails_event_store.md| doc/adl/0001_record_architecture_decisions.md| doc/adl/0002_sql_databse.md
https://github.com/embeddedartistry/libmemory.git,1,3,docs/architecture/decisions,docs/architecture/decisions/0002-expect-external-libc-to-be-supplied-through-subproject-or-cross-file.md| docs/architecture/decisions/0003-locking-approach-for-malloc-freelist.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/status-im/status-react.git,1,13,doc/decisions,doc/decisions/0008-feature-toggles-development.md| doc/decisions/0005-discovery-protocol.md| doc/decisions/0010-remove-jail-and-status-api.md| doc/decisions/0006-wallet-compatibility.md| doc/decisions/0004-disable-group-chats.md| doc/decisions/0013-tribute-to-talk.md| doc/decisions/0003-geth-node.md| doc/decisions/0002-extension-uri.md| doc/decisions/0011-tweak-pr-process.md| doc/decisions/0012-using-pivotal-tracker.md| doc/decisions/0007-masking-sensitive-data.md| doc/decisions/0001-record-decisions.md| doc/decisions/0009-release-process-mobile.md
https://github.com/PierreVaut/my-cv.git,1,3,docs/adrs,docs/adrs/0002-design-principles.md| docs/adrs/0003-single-source-of-truth.md| docs/adrs/0001-record-architecture-decisions copy.md
https://github.com/akvo/akvo-product-design.git,2,9,FLOW/arch| Lumen/doc/arch,FLOW/arch/ADR-006.md| FLOW/arch/ADR-003.md| FLOW/arch/ADR-005.md| FLOW/arch/ADR-002.md| FLOW/arch/ADR-001.md| FLOW/arch/ADR-004.md| Lumen/doc/arch/ADR-003.md| Lumen/doc/arch/ADR-002.md| Lumen/doc/arch/ADR-001.md
https://github.com/redbadger/pride-london-app.git,1,3,doc/adr,doc/adr/0003-switch-to-luxon-for-date-manipulation.md| doc/adr/0002-introduce-redux.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/jeastham1993/football-league-manager-app.git,1,6,docs/architecture,docs/architecture/0006-event-bus-design.md| docs/architecture/0002-service-design.md| docs/architecture/0004-go-kit-architecture.md| docs/architecture/0003-team-service-db-provider.md| docs/architecture/0005-team-service-clean-architecture-design.md| docs/architecture/0001-record-architecture-decisions.md
https://github.com/dxw/wordpress-template.git,1,8,Documentation/decisions,Documentation/decisions/0004-use-a-version-tag-to-make-updating-wordpress-easier.md| Documentation/decisions/0003-theme-namespace-naming-convention.md| Documentation/decisions/0005-use-this-repo-as-source-of-setup-scripts.md| Documentation/decisions/0006-use-roave-security-advisories-package.md| Documentation/decisions/0007-validate-whippet-files-in-CI.md| Documentation/decisions/0008-use-dependabot-yml-to-configure-security-alerts.md| Documentation/decisions/0002-use-acf-pro.md| Documentation/decisions/0001-record-architecture-decisions.md
https://github.com/Coleoid/CopperBend.git,1,2,ADRs,ADRs/D001_keep_ADRs_in_git_and_freely_reformat.md| ADRs/D002_unify_command_flow_for_player_and_creatures.md
https://github.com/endjin/Endjin.RecommendedPractices.NuGet.git,1,3,docs/adr,docs/adr/0003-defer-links-to-solution-level-files.md| docs/adr/0002-project-import.md| docs/adr/0001-practices-via-nuget.md
https://github.com/HHS/TANF-app.git,1,16,docs/Technical-Documentation/Architecture-Decision-Record,docs/Technical-Documentation/Architecture-Decision-Record/005-application-authentication.md| docs/Technical-Documentation/Architecture-Decision-Record/006-continuous-integration.md| docs/Technical-Documentation/Architecture-Decision-Record/010-assign-superuser.md| docs/Technical-Documentation/Architecture-Decision-Record/015-terraform-service-provisioning.md| docs/Technical-Documentation/Architecture-Decision-Record/004-configuration-by-environment-variable.md| docs/Technical-Documentation/Architecture-Decision-Record/016-zap-waiver.md| docs/Technical-Documentation/Architecture-Decision-Record/013-download-strategy.md| docs/Technical-Documentation/Architecture-Decision-Record/007-object-storage.md| docs/Technical-Documentation/Architecture-Decision-Record/008-deployment-flow.md| docs/Technical-Documentation/Architecture-Decision-Record/011-buildpacks.md| docs/Technical-Documentation/Architecture-Decision-Record/009-git-workflow.md| docs/Technical-Documentation/Architecture-Decision-Record/001-ADR-template.md| docs/Technical-Documentation/Architecture-Decision-Record/012-antivirus-strategy.md| docs/Technical-Documentation/Architecture-Decision-Record/014-dependabot-dependency-management.md| docs/Technical-Documentation/Architecture-Decision-Record/002-Application-architecture.md| docs/Technical-Documentation/Architecture-Decision-Record/003-Application-hosting.md
